commentId,content,publishedTime,replyLevel,authorButtonA11y,imageAttachmentMaxHeight,video_id,likeCountLiked,likeCountDisliked,replyCount
UgwxIVkvX4ii22Z3hth4AaABAg,"The most impressive accomplishment from Chael, changing bodies just for the time of a fight with Jon Jones. Clearly a wizard and the goat.",1 year ago,0,@darklanouou,,BV3FcAecXL0,9,,
Ugxiv_0FkF8OW8fVNrl4AaABAg,"I just want it to be known that this made headlines for his corner not calling it and forcing him to call it. Worse mistake ever, basically throwing your boy under the bus 🚐.",3 years ago,0,@bobis2old386,,MKpVlOr6h9A,1,,
UgyLG73TWbgKj_55hJ94AaABAg,Quitters never win 🏆 U need to go watch this full a** whooping he got for him to quit like this,2 years ago,0,@Killabeez215,,MKpVlOr6h9A,1,,
UgyavmoXg_MKE_XLldN4AaABAg,It’s a real shame that a guy with a scripture tattooed on his chest constantly chooses arrogance and evil deeds.,1 month ago,0,@DaddyChakka,,8iOGZhYBvrk,1,,
UgzU4O1KFMVKFAcgTaJ4AaABAg,"man I don't get why they wear masks, hard for me to watch with that",2 years ago,0,@bal5989,,MKpVlOr6h9A,1,,
Ugyu5LCgw0ppqzoIjjl4AaABAg,Get that revenue,7 months ago,0,@loitersquadX,,frZnxeNFIL0,1,,
UgzYPfWPbcgvGL5Ie854AaABAg,Gua bilang pa si monyet Jones kalo kepepet pasti peler yg di hajar,6 months ago,0,@HarunArasyid-lv7fm,,ONurh1UOQHg,1,,
UgwAgsAehc9JLcfIQ_14AaABAg,"""Did Herb just hit me"" 😂😂",2 years ago,0,@tonyfortune346,,aYkHeAVCNWc,5,,
UgzHUy8JLBPpFmzG82B4AaABAg,"Jon always run too afraid fight aspinal. Come on Jon, why you never want to fight aspinal? Are you too scared?",7 months ago,0,@haryjasmine3867,,cmNqIl2l5uA,1,,
UgxbG0fHRjwAWIdfwO94AaABAg,"I think my audio is broken, all i heard was quack quack",7 months ago,0,@NicoSouthall,,ViBSUxVp1Q0,1,,
UgyrbcoIP1a29crIKsV4AaABAg,"put it on the official record, Tom is 1-0 vs Jon, fastest TKO in history",1 day ago,0,@uberneanderthal,,qJnrYMGxh0k,4,,
Ugzps4X4ifOOdxzKYX54AaABAg,"Jon Jones signed a new 8 fight deal...
He fought 1 time after against Ciryl Gane...
According to your video that would be 1 or at most 2 more UFC fights...
That obviously leaves several fights still tied to UFC...
Unless granted a release your video idea of post UFC fights don't seem to have much possibility...",1 year ago (edited),0,@Prison4HillaryC,,iMrsQMfyIzs,1,,
UgwWw2mJjAkaTm09xkt4AaABAg,What a coward,2 years ago,0,@johnredcorn5980,,MKpVlOr6h9A,1,,
UgzVQ5dhPPWgo5q4Uk14AaABAg,I’m gay 😊,12 days ago,0,@Aristotle111,,kd3e6qEjDC0,1,,
UgxG-S3NdyyLgeBYJo14AaABAg,"I just don't think Tom Can beat Jon, I have nothing against him personally, but Jon is a different animal",1 month ago,0,@MisfitParkerGaming,,dluI1J-aTus,1,,
Ugx4Cq_wsr55UPaUdft4AaABAg,That's one of the reasons they hate on you champ,2 weeks ago,0,@emanuelsantos5925,,vtOgICMAzOo,1,,
Ugy30Tx-h26RZ1F2Tzp4AaABAg,"Typicall Jon Jones. I pray for his wife and kids. He is for sure not the GOAT of MMA. He is good, but he is also a cheater in MMA and marriage, a riminal, a drug user, a steoroid user, a wife beater and a p*ssy. He was ducking Gustaffson for years as well as Aspinall, not forget his controversial ""wins"" at the end of his LHW run. JJ is no MMA Mount Rushmore material.",7 hours ago,0,@Flashkoch,,LsNwEoKW_jM,1,,
UgwJlb6YlVgTKC8LB7p4AaABAg,The dragon have my respect everyone tap in that choke but he didn't❤,9 months ago,0,@Battosaix09,,zXl4mHYbXOQ,2,,
UgxVLbQZBtnbSMdn-jN4AaABAg,honest saying,4 months ago,0,@ThaboNdlovu-pk5rq,,7mP2YLTnqYA,2,,
UgxJCxiP1eVPV37EE7R4AaABAg,Personally I think jones can suck a giant pickled egg. I want Tom to get his shot at undisputed regardless if bones is there or still in Thai land “living his best life”,3 weeks ago,0,@rossfranklin7075,,26n-2ZUo5Qg,1,,
UgzMXyRNlRi31GXqgVd4AaABAg,Didn't know stewart from snl did mma,7 months ago,0,@clerpington_the_fifth,,rIp-IQy4Lic,1,,
UgzgArA79y364yq6BEB4AaABAg,Well done brother 🙏,7 months ago,0,@waynejohn2567,,kXP85_O0SBk,1,,
UgzCjdkjfbL29blEbZV4AaABAg,LOL guru jon isnt fighting ngannou  hes not fighting anyone hes the wwe heavyweight champion,2 weeks ago,0,@jaysmith5175,,E9x8zomyP7c,1,,
