commentId,content,publishedTime,replyLevel,authorButtonA11y,imageAttachmentMaxHeight,video_id,likeCountLiked,likeCountDisliked,replyCount
UgyhX3uIkYt33EV65H14AaABAg,Aspinall needed the fight not Jon most of tou don't understand how it  Goes in UFC remember when Jon needed that Francis Enganu fight but he retired 🤔 if u want it more than the champ then the money has to be right,15 hours ago,0,@rodwellmartinboro4768,,B6qaZfeDIH8,1,,
UgxZ93tmtQSYq3zyZiJ4AaABAg,😂😂😂😂,15 hours ago,0,@unknownuser_13,,B6qaZfeDIH8,1,,
UgwofgvzMOgwFGkfZwB4AaABAg,"""dodge, duck, dip, dive, and dodge""",15 hours ago,0,@thehammer8865,,B6qaZfeDIH8,4,,
UgxYM6waHUWEnnzo53B4AaABAg,Techincally Alex made this duck retire by losing to that tall dargestan.,16 hours ago,0,@YU-if7yk,,B6qaZfeDIH8,1,,
Ugyxp12N7-ppcza_kSV4AaABAg,"I think this is one of the best things I've watched, like ever. F*ckin' slow f*ckin clap my good man, slow f*ckin' clap",16 hours ago,0,@SakuraSynapse,,B6qaZfeDIH8,1,,
Ugz_In7OFljSxsUQX2R4AaABAg,Haha Fantastic!😂,16 hours ago,0,@Jay-e4e5r,,B6qaZfeDIH8,1,,
Ugy8PWrpJ-YEqPr5cvZ4AaABAg,The dope,16 hours ago,0,@deanlumsden5195,,B6qaZfeDIH8,1,,
Ugy8q9Iq3vA7xMMwME94AaABAg,"EVEN THO THIS IS FAKE ,IT LOOKS SO DAMN REAL, VEST WORK BY AI I've ever seen",16 hours ago,0,@Elpepito1,,B6qaZfeDIH8,1,,
UgzmW71K2ftTwVYbdNF4AaABAg,😂😂,16 hours ago,0,@shokirovich.01,,B6qaZfeDIH8,1,,
Ugz8X1Ep0FS5fvisyPx4AaABAg,Ai,16 hours ago,0,@abba1881,,B6qaZfeDIH8,1,,
UgxnKlcKqCg5C5qvNw54AaABAg,very true,16 hours ago,0,@rajannakarmi,,B6qaZfeDIH8,1,,
UgzXXAN-a3rVGJbjmDt4AaABAg,Seems accurate to me.,16 hours ago,0,@MrCew73,,B6qaZfeDIH8,2,,
Ugx8XxOIWDRzYK5sOoZ4AaABAg,"Although it's fake, it is every bit the real portrayal of the situation.",16 hours ago,0,@maskofsorrow,,B6qaZfeDIH8,148,,
Ugz3D6NP30dTbgxx_TF4AaABAg,MAKE THIS SO POPULAR IT'S REAL,16 hours ago,0,@Vi_XXiV,,B6qaZfeDIH8,1,,
UgwacYjEBIaF9IXurfx4AaABAg,"Tom really meant what he said😂

But in reality this was a smart move he retired undefeated people will call him a coward but in 10 years it won't matter his legacy will stay intact and he'll always be the goat",16 hours ago,0,@TshepisoSolutions,,B6qaZfeDIH8,2,,
Ugyhyynh46ojGdXkgVR4AaABAg,I want Tom to react to this,16 hours ago,0,@SkynetCyberdyneSystemsT1000,,B6qaZfeDIH8,3,,
UgwVmjNPfjZRzpKnD_l4AaABAg,"Please cover cricket too 


People would love that(including me)",16 hours ago,0,@Lucpatil,,B6qaZfeDIH8,1,,
UgxIwv9xmmxiDqISfWh4AaABAg,Ai is really dangerous😮😅,16 hours ago,0,@Hedayzdaremedayz,,B6qaZfeDIH8,1,,
UgxWIw8Vjn5Ew5djhFh4AaABAg,This CGI?,16 hours ago,0,@casimirtenhave571,,B6qaZfeDIH8,1,,
UgyhY60dkaO5tXjykDh4AaABAg,is this AI,16 hours ago,0,@Namanvir36,,B6qaZfeDIH8,1,,
UgwuX5BJYuScbii4yph4AaABAg,I will miss you 🥺,17 hours ago,0,@Danawhite29,,B6qaZfeDIH8,3,,
UgyiJ7iriwsQceVR6AF4AaABAg,Ayo this is hilarious 😂.. this will hit millions of views in the future we’ll look back at laugh at this hard… the truth and the internet is undefeated,17 hours ago,0,@Soundboy817,,B6qaZfeDIH8,2,,
